sp,lon,lat
"Thalurania glaucopis (J.F.Gmelin, 1788)",-48.69037,-24.54451
"Thalurania glaucopis (J.F.Gmelin, 1788)",-43.24247,-22.47495
"Thalurania glaucopis (J.F.Gmelin, 1788)",-46.45758,-23.81041
"Thalurania glaucopis (J.F.Gmelin, 1788)",-47.99753,-24.07382
"Thalurania glaucopis (J.F.Gmelin, 1788)",-47.36763,-21.30319
"Thalurania glaucopis (J.F.Gmelin, 1788)",-45.62566,-22.80581
"Thalurania glaucopis (J.F.Gmelin, 1788)",-47.99307,-24.05707
"Thalurania glaucopis (J.F.Gmelin, 1788)",-46.63776,-23.46159
"Thalurania glaucopis (J.F.Gmelin, 1788)",-48.50414,-27.60352
"Thalurania glaucopis (J.F.Gmelin, 1788)",-46.70261,-24.12473
"Thalurania glaucopis (J.F.Gmelin, 1788)",-46.70164,-24.06008
"Thalurania glaucopis (J.F.Gmelin, 1788)",-46.72334,-24.10616
"Thalurania glaucopis (J.F.Gmelin, 1788)",-49.15021,-28.03402
"Thalurania glaucopis (J.F.Gmelin, 1788)",-42.63388,-22.47708
"Thalurania glaucopis (J.F.Gmelin, 1788)",-47.98563,-23.88647
"Thalurania glaucopis (J.F.Gmelin, 1788)",-48.96988,-26.31351
"Thalurania glaucopis (J.F.Gmelin, 1788)",-45.21576,-22.57286
"Thalurania glaucopis (J.F.Gmelin, 1788)",-41.51212,-12.57846
"Thalurania glaucopis (J.F.Gmelin, 1788)",-40.59967,-19.93617
"Thalurania glaucopis (J.F.Gmelin, 1788)",-43.4825,-22.95679
"Thalurania glaucopis (J.F.Gmelin, 1788)",-47.07406,-24.43738
"Thalurania glaucopis (J.F.Gmelin, 1788)",-51.1767,-29.26413
"Thalurania glaucopis (J.F.Gmelin, 1788)",-48.41276,-24.26821
"Thalurania glaucopis (J.F.Gmelin, 1788)",-41.37163,-13.00794
"Thalurania glaucopis (J.F.Gmelin, 1788)",-48.42313,-22.84662
"Thalurania glaucopis (J.F.Gmelin, 1788)",-39.00978,-14.38318
"Thalurania glaucopis (J.F.Gmelin, 1788)",-42.41216,-22.33603
"Thalurania glaucopis (J.F.Gmelin, 1788)",-46.53385,-23.39226
"Thalurania glaucopis (J.F.Gmelin, 1788)",-40.60637,-19.93898
"Thalurania glaucopis (J.F.Gmelin, 1788)",-39.13583,-14.49222
"Thalurania glaucopis (J.F.Gmelin, 1788)",-40.67244,-20.41947
"Thalurania glaucopis (J.F.Gmelin, 1788)",-54.45545,-25.6833
"Thalurania glaucopis (J.F.Gmelin, 1788)",-49.08189,-26.47156
"Thalurania glaucopis (J.F.Gmelin, 1788)",-48.49475,-27.55612
"Thalurania glaucopis (J.F.Gmelin, 1788)",-53.78222,-29.66245
"Thalurania glaucopis (J.F.Gmelin, 1788)",-46.29265,-23.77341
"Thalurania glaucopis (J.F.Gmelin, 1788)",-46.69035,-23.34486
"Thalurania glaucopis (J.F.Gmelin, 1788)",-54.53862,-25.57496
"Thalurania glaucopis (J.F.Gmelin, 1788)",-54.57086,-25.55
"Thalurania glaucopis (J.F.Gmelin, 1788)",-46.00697,-23.76697
"Thalurania glaucopis (J.F.Gmelin, 1788)",-45.97243,-23.58159
"Thalurania glaucopis (J.F.Gmelin, 1788)",-45.97276,-23.58008
"Thalurania glaucopis (J.F.Gmelin, 1788)",-54.59296,-25.61655
"Thalurania glaucopis (J.F.Gmelin, 1788)",-44.61508,-22.43198
"Thalurania glaucopis (J.F.Gmelin, 1788)",-39.18084,-14.25941
"Thalurania glaucopis (J.F.Gmelin, 1788)",-45.96979,-23.02376
"Thalurania glaucopis (J.F.Gmelin, 1788)",-48.40774,-27.43036
